item_id,clean_text,domain_group,WSCG_Nodes,WSCG_Depth,Syntactic_MDD,Syntactic_Depth,Knowledge_NER_Density,Knowledge_Zipf_Rarity,Semantic_Concreteness,adversarial_raw_count,word_count,Adversarial_Score
4812,"Finance and Business: How to link paypal accounts. Navigate to https: // www.paypal.com/signin.. Sign in using the account you want to close. Enter the username and password and click "" log in "".",wikihow,16,2.0,2.5588,5,0.0,3.2944,2.7636,0,38,-0.8020304878648232
4813,Personal Care and Style: How to create a woven ponytail. Use your fingers to part your hair. Start at both temples and move your fingers straight back so they meet in the middle of the back of your head. This should divide your hair in roughly half.,wikihow,19,1.5,2.9792,5,13.4615,3.168,2.6668,0,52,-1.5838110479753034
4814,"Family Life: How to hire an affordable makeup artist for your wedding. Search online for makeup artists in your area. Start by looking for makeup artists who are based in your area, or in the location of the wedding. If you are doing a destination wedding in mexico, for example, you may search online for makeup artists who work out of the resort you are staying at in mexico.",wikihow,27,3.0,3.2603,6,2.5974,3.0737,2.7319,0,77,-2.979847762458303
4815,"Family Life: How to feather your hair. Learn what feathering is. A feathered hairstyle is a look that is created with layered hair, with smooth layers that flip out and back looking almost like the overlapping feathers on a bird. The hair is usually parted down the middle and then curled back away from the face.",wikihow,19,1.0,2.8966,6,0.0,3.4174,2.7008,0,62,-2.1422257337685036
4816,"Family Life: How to bathe a baby boy. Gather together everything you need. To give your baby a bath you will need to gather together a clean tub to use, such as a washing up tub or special baby bath, two towels and some cotton wool (cotton balls). You will also need a cup to use to rinse him and a washcloth.",wikihow,25,4.0,3.0746,6,1.4085,3.2931,2.9585,0,71,-2.6447989509823833
4817,"Personal Care and Style: How to be convincing. Make gestures and expressions. Moving your hands and making facial expressions while you speak can make you seem confident and convincing. For instance, when you say something positive, smile a bit and open your eyes a little wider.",wikihow,18,1.5,2.6122,4,9.434,3.2368,2.5385,0,53,-1.6396525165546236
4818,Personal Care and Style: How to wear orange lipstick. Choose an orange-red shade if you have very fair skin. Some orange shades can overwhelm pale skin. A lipstick that is equal parts red and orange can prevent that from happening.,wikihow,20,4.0,2.6279,5,10.6383,3.3741,2.9174,0,47,-1.3046037050787034
4819,"Home and Garden: How to clean snow peas. Choose healthy peas. A mature snow pea can be up to 3 inches in length. Select ones with smooth, not wrinkly, skin.",wikihow,18,1.5,3.0909,4,5.4054,3.5456,3.1084,3,37,2.253810980714497
4820,"Family Life: How to cope with a condescending spouse. Determine the best time to approach your spouse. During the heat of the moment may not be the best time to have the conversation, since tempers are charged and either of you might say something regrettable. Meet soon after the condescending action occurs.",wikihow,19,6.0,3.2963,4,0.0,3.2639,2.1857,11,58,9.081140140548776
4821,"Food and Entertaining: How to create a captain jack sparrow pirate costume. Find a shirt made of a light, gauzy fabric in white with a loose fit.. See if you have any jeans or cotton twill pants in beige, brown, or deep wine in your closet.. Buy a long sleeveless vest in wine or deep blue.",wikihow,29,3.0,3.4667,5,1.5625,3.5244,3.173,0,64,-2.253908670927143
4822,"Sports and Fitness: How to have an adventure. Define adventure for yourself. People tend to think of an adventure as something hazardous or dangerous; if that gives you pause, perhaps think of it as "" something enjoyable, unique, and a departure from your routine. "" What qualifies as an adventure depends upon you--your perspectives, desires, experiences, and so on.",wikihow,25,2.0,3.0435,5,0.0,3.4333,2.214,0,73,-2.756481888141023
4823,Family Life: How to install hydraulic seals for various applications. Make working space. Take out the hydraulic cylinder in an open space so that you can get enough space to work with. It will make it easier for you to install new hydraulic seal.,wikihow,15,1.0,3.0889,4,0.0,3.1916,2.7881,0,49,-1.4162866422373435
4824,"Computers and Electronics: How to warp an object in adobe illustrator. Open an existing or new document in adobe illustrator. Use the "" place "" option under the file menu to import an object, or create an object using the shape builder tool or the rectangle tool.. Make changes to the color, border, size or style using the tools in the tool panel.",wikihow,35,3.0,3.6119,6,0.0,3.4459,2.8409,0,71,-2.6447989509823833
4825,"Home and Garden: How to decorate a dining table. Leave your table mostly bare. Do not put plates or silverware on the table. Make sure there is enough space on the table for you to use for cooking, writing, reading, and other daily activities.",wikihow,20,1.5,3.0625,6,1.9231,3.1775,2.7967,6,52,4.416188952024696
4826,"Computers and Electronics: How to become a photography assistant. Do some prep work. Research the photographers in the area (if you don't know the person you will be assisting).. If you want to work with a professional, make sure that you have enough knowledge and experience to be useful.",wikihow,20,4.0,3.2407,5,0.0,2.994,2.3798,8,58,6.081140140548777
4827,"Personal Care and Style: How to thwart a robbery attempt. Instruct all children and others to stay down low and hide. Don't let your 10-year-old son try to be a hero, chances are they will just get in the way or they could possibly be hurt or injured.. Before doing anything, be sure to call 9-1-1 or your local emergency number.",wikihow,35,9.0,3.5342,5,19.4805,3.0516,2.3776,7,77,4.020152237541697
4828,Health: How to throw up without being embarrassed. Recognize the symptoms that precede vomiting. Many people notice nausea before they are sick. Nausea is the feeling that you might be sick.,wikihow,12,0.5,2.7188,3,0.0,3.505,2.5137,3,36,2.309652449293816
4829,Home and Garden: How to solder wire sculptures. Clean off your work area. Make sure there are no flammable materials in the path of the torch's flame. Remember that the heat of the flame reaches out much farther than the glowing area.,wikihow,17,3.0,3.0909,7,0.0,3.3995,2.75,4,48,2.6395548263419766
4830,"Pets and Animals: How to hide treats for your cat. Place treats under furniture. Cats tend to enjoy hiding under furniture like beds, tables, sofas, and bureaus. Place treats in these spots for your cat to find the next time it crawls into its regular hiding spot.",wikihow,25,2.5,3.0196,6,0.0,3.4371,2.7359,0,55,-1.7513354537132633
4831,"Work World: How to bottle feed calves. Purchase or gather the appropriate feeding supplies. You'll need a two quart calf bottle with nipple and raw cow's milk or a bovine milk replacement formula, and possibly colostrum. Choose a milk replacement formula that is at least 25% protein.",wikihow,33,8.0,3.5577,6,8.9286,3.6543,3.1168,0,56,-1.8071769222925835
4832,"Computers and Electronics: How to act around the girl you like. Build your confidence. Confidence is one of the most attractive qualities a person can possess. You don't have to be super sexy or built like chris hemsworth, either.",wikihow,16,3.5,2.9524,5,4.3478,3.1763,2.5315,7,46,5.751237763500616
4833,"Family Life: How to take a stroller on an escalator. Tuck in any hanging strings. Straps, shoelaces, and anything hanging down can get caught in the escalator, causing disaster. Make sure to tie shoes, buckle straps, and pull up anything hanging down before getting on the escalator.",wikihow,21,3.0,2.8113,8,0.0,3.7939,2.9884,0,57,-1.8630183908719034
4834,Computers and Electronics: How to reduce the stress of your commute. Listen to something enjoyable. Changing your environment by creating something that is pleasing to your ears may make your ride less stressful and more pleasant. You may even start to look forward to your commute.,wikihow,14,4.5,2.617,6,0.0,3.4768,2.3814,0,51,-1.5279695793959835
4835,"Personal Care and Style: How to measure ring size for men. Find a ring size conversion table on the internet. Many online jewelers offer tables that help you convert inches and centimeters into ring sizes. Print the table out, or simply bookmark the page so you can refer to it when you need to.",wikihow,28,6.0,3.125,6,11.6667,3.235,2.8841,0,60,-2.030542796609863
4836,"Personal Care and Style: How to make a cheerleading ponytail. Make sure your hair is clean, but not wet. Creating hairstyles on wet hair can cause breakage, especially on thick hair. It's a good idea to include conditioner as well as shampoo when washing your hair.",wikihow,21,1.5,2.88,5,9.2593,3.3752,2.8353,4,54,2.3045060148660568
4837,"Finance and Business: How to get bail reduced. Know what to expect. As a criminal defendant, you should have a lawyer who can represent you. A lawyer will understand what factors a judge considers most important when deciding whether to reduce bail.",wikihow,20,4.0,2.3864,5,0.0,3.2684,2.4772,0,48,-1.3604451736580236
4838,"Personal Care and Style: How to make sandals comfortable. Avoid wearing a brand new pair of sandals for a long walk. Wear your sandals for short intervals of time at first until they're broken in. Otherwise, you risk, cuts, and feeling uncomfortable.",wikihow,20,4.0,3.2128,4,11.7647,3.2204,2.4546,0,51,-1.5279695793959835
4839,Sports and Fitness: How to get a black belt in gkr karate. Enroll in karate classes. The first step is to start attending classes.. Get started.,wikihow,13,2.0,2.4815,4,6.4516,3.6443,2.8317,0,31,-0.4111402078095834
4840,Personal Care and Style: How to plait someone's hair. Have the person sit in a comfortable place where you can easily reach their hair.. Brush the person's hair until you can easily run your fingers through it without encountering any knots. A good way to brush the hair is to do it in different strips.,wikihow,24,3.0,2.931,5,8.0645,3.2326,2.8572,3,62,0.8577742662314964
4841,"Personal Care and Style: How to wear a velvet skirt. Pair with intricate fabrics. When wearing a velvet skirt for a formal occasion, try to stick to intricate fabrics and patterns, rather than a solid color. This will keep your ensemble formal, but visually interesting.",wikihow,19,2.5,3.1429,5,9.434,3.5972,2.5576,0,53,-1.6396525165546236
4842,"Personal Care and Style: How to shave your face. Choose an appropriate razor. You should take into account the coarseness of your beard hairs, the texture of your skin, your preferred shaving method, and other details when choosing a razor. Generally speaking, for heavy-bearded men with more sensitive skin, it is generally good to use a traditional multi-blade razor.",wikihow,28,3.5,3.3913,5,6.8493,3.3963,2.7171,0,73,-2.756481888141023
4843,Family Life: How to get your husband to stop looking at porn. Write down your main points. Maybe you have recently discovered that your husband looks at porn. Or perhaps this has been an ongoing issue in your relationship.,wikihow,12,1.0,2.875,5,0.0,2.8661,2.6016,0,44,-1.1370792993407435
4844,"Computers and Electronics: How to prevent your cell phone from being hacked. Keep your operating system up-to-date. As soon as apple or android tells you an update is ready, download and install it. Many hackers take advantage of vulnerabilities in out-of-date operating systems.",wikihow,27,6.0,3.3208,5,0.0,3.5027,2.6552,0,57,-1.8630183908719034
4845,"Family Life: How to make a birth keepsake. Write a letter to your unborn child. Write what you are feeling, hoping for them in the future, about your feelings of excitement.. Write another letter to your child the day they are born.",wikihow,17,0.5,3.2,4,4.0816,3.1063,2.7748,0,49,-1.4162866422373435
4846,Sports and Fitness: How to do a front flip on the trampoline. Start by doing handstands on your trampoline. When doing the handstand fall over onto your back or bottom. Keep doing this for about 2 days.,wikihow,16,1.5,2.7105,4,7.1429,3.935,2.7434,0,42,-1.0253963621821034
4847,"Personal Care and Style: How to clean flats. Wipe off the leather flats with a dry cloth. Begin by using a clean, dry cloth to wipe off the leather shoes. Go over every part of the shoe.",wikihow,15,3.0,3.1282,4,13.9535,3.48,2.7582,0,43,-1.0812378307614232
4848,"Relationships: How to be the only single one in the group. Go easy on the conversation. The worst feeling as a third wheel is never knowing how or when to be a part of a conversation between two romantic partners. Sometimes it'll feel like you're stuck on somebody's else date, and maybe you are.",wikihow,22,5.0,3.3051,4,3.1746,3.283,2.3888,7,63,4.801932797652176
4849,Cars & Other Vehicles: How to retrieve keys locked inside a car with a pull up lock. Get a long piece of string. Find a long piece of string that's at least 3 feet (91.44 cm) long. You can use yarn or a thin rope.,wikihow,21,4.0,3.3673,7,22.6415,3.1758,3.0138,0,53,-1.6396525165546236
4850,"Personal Care and Style: How to choose a combined engagement and wedding ring. Try yellow gold for sensitive skin. While rose gold is renowned for its durability, some people have allergic reactions to the copper in the metal. Therefore, if the bride has sensitive skin, it's best to shy away from rose gold and go for yellow gold.",wikihow,31,5.5,2.9206,6,7.4627,3.1931,2.7529,0,67,-2.421433076665103
4851,"Family Life: How to create a baby memory book. Make a scrapbook. If you are crafty and interested in hand-making the baby book, a scrapbook is a great option. This style requires an album, printed photos, and art/craft supplies to put together an original and unique baby memory book.",wikihow,30,3.5,3.4561,5,0.0,3.2777,2.7817,0,61,-2.0863842651891833
4852,"Health: How to make your eyes stop hurting. Flush your eyes out with eyewash. If you have not already done so, rinse your eyes out with a commercial eyewash or water if that's what you have on hand. F the problem is as a result of a contaminant such as a piece of dirt, this may be enough to solve the problem.",wikihow,23,4.0,3.2424,4,0.0,3.4914,2.5744,8,70,5.411042517596937
4853,Health: How to heal ligaments. Apply cold to the ligament. Make sure to apply an ice pack to the injury as quickly as you can. Do this by covering your skin with a towel and then placing a bag of ice on the injured area.,wikihow,15,1.0,3.1739,5,0.0,3.3535,2.6602,0,50,-1.4721281108166633
4854,"Personal Care and Style: How to remove temporary tattoos. Apply a small amount of baby oil to the temporary tattoo. Keep in mind that most temporary tattoos are able to stand up to water and soap, so oil is generally the best way to go if you want to scrub a temporary tattoo off. You could also try to use a face or body scrub.",wikihow,24,4.0,3.5522,6,7.0423,3.0531,2.5956,0,71,-2.6447989509823833
4855,"Personal Care and Style: How to keep your hands soft during the winter time. Once you're awake in the morning, apply a generous amount of vaseline or any type of moisturizing hand cream or lotion. Mostly on the dry area's, such as your knuckles, your fingertips and in between your thumb and index finger.. Wear gloves.",wikihow,28,3.5,3.0484,5,13.6364,3.4815,2.7596,0,66,-2.3655916080857837
4856,"Personal Care and Style: How to wear turtleneck sweaters. Choose a chunky or boxy turtleneck for a more casual look. A thick, cozy turtleneck sweater and a pair of distressed jeans is the perfect way to stay warm on a cold weekend. Straight leg or tapered jeans will elongate your silhouette more than baggy jeans will when you are wearing a bulky turtleneck.",wikihow,25,3.0,3.1538,4,15.942,3.8517,2.8148,0,69,-2.5331160138237436
4857,"Personal Care and Style: How to wear green pants. Go with chinos for versatility. Chinos can be easily dressed up or down, making a statement color like green much easier to introduce into your wardrobe. Pair olive green chinos with a neutral-colored button-down shirt to create an office-ready look.",wikihow,23,4.0,3.3333,5,8.1967,3.4081,2.8176,0,61,-2.0863842651891833
4858,"Personal Care and Style: How to tell if you have body odor. Smell yourself. Your first line of defense against troublesome body odor is a keen sense of smell. Take a whiff of potential problem areas, including your underarms, feet and genitals.",wikihow,22,2.5,2.7111,5,12.2449,3.3922,2.61,0,49,-1.4162866422373435
4859,Food and Entertaining: How to test coffee freshness with a zipper bag. Measure 1/2 cup of your coffee beans and pour it into a medium sized zipper bag. Make sure that there is enough room for the beans and for expansion.. Push all the air out of the bag.,wikihow,25,3.0,3.28,6,0.0,3.4209,2.785,0,54,-1.6954939851339434
4860,"Home and Garden: How to paint french doors. Lay a tarp under the doors. While you can remove the doors to paint them, leaving them in the door frame makes the job easier. Protect your floors by spreading a plastic tarp out under the doors.",wikihow,19,2.0,3.0638,4,1.9608,3.3826,2.9474,0,51,-1.5279695793959835
4861,Relationships: How to deal with internalized homophobia. Be willing to work on your problems. Sometimes it may feel easier to ignore your feelings and push them away. All this really does is build them up until they become totally overwhelming.,wikihow,13,3.0,2.5366,4,0.0,3.245,2.3014,0,45,-1.1929207679200633
4862,"Personal Care and Style: How to trim eyebrows (for men ). Take a hot shower or apply a hot washcloth. Hot water opens your pores and will loosen hairs that are close to coming out. Take a shower as you normally would, or get a washcloth wet with hot water and press it against your eyebrows for two or three minutes.",wikihow,25,3.0,3.2812,5,13.2353,3.4168,2.7837,0,68,-2.4772745452444234
4863,"Computers and Electronics: How to stretch a craft budget. Save your scraps. When on a craft budget, each length of ribbon, each fat quarter of cloth and each small piece of felt can come in handy. Pick a corner of your house, if you don't already have 1, and organize your scraps from old projects until the day they can be of use.",wikihow,33,9.0,3.5507,5,8.2192,3.2683,2.7346,9,73,6.243518111858977
4864,"Education and Communications: How to be confident when reading out loud in class. Know you'll be called upon to read aloud at some point. Written language is the best system humans have ever devised for transmitting knowledge. Naturally, your teachers will want you to show what you've learned.",wikihow,16,3.0,2.6923,5,0.0,3.19,2.4917,0,56,-1.8071769222925835
4865,"Personal Care and Style: How to avoid teaching your kids prejudices. Consider your own biases. Before you even begin to talk with your kids about prejudice and judgmental attitudes, you need to be aware of your own biases. Even if you don't consider yourself to be prejudiced against others, you might realize that you're uncomfortable around some people.",wikihow,19,3.0,3.0,5,7.4627,3.4084,2.4463,9,67,6.578566923334897
4866,"Personal Care and Style: How to have soft hair. Shampoo hair. Use warm water and work your hair into a healthy lather. Washing it every few days will remove all the dirt off, leaving it soft and manageable.",wikihow,20,3.0,2.775,4,18.1818,3.2086,2.9708,0,44,-1.1370792993407435
4867,"Health: How to adjust to hair loss and baldness. Try to come to terms with your loss. Many (probably all) men panic when they first see a thinning patch in their hair. Hair symbolizes vitality, sex appeal, and youth.",wikihow,25,6.5,2.8182,4,2.0833,3.3571,2.6973,0,48,-1.3604451736580236
4868,"Personal Care and Style: How to use mayonnaise as a hair conditioner. Use full-fat mayonnaise. Regular, full-fat mayonnaise has the ingredients that nourish your hair and make it soft and silky. Low-fat or fat-free mayonnaise is full of fillers that probably do your hair more harm than good.",wikihow,25,6.0,2.5,6,8.0645,3.6709,2.9002,0,62,-2.1422257337685036
4869,"Personal Care and Style: How to track your diet on fitbit. Set up a fitbit account if you don't already have one. Click the "" log in "" link on the top-right corner of the page and enter your account credentials to sign in.. Log in to your fitbit account at www.fitbit.com or in the app.",wikihow,26,2.5,3.7667,4,7.8125,3.3413,2.8182,7,64,4.746091329072857
4870,"Food and Entertaining: How to call "" seat check "". Decide to leave your seat and recognize the need to seat check. Many people do not realize this, but the purpose of the seat check is to prove that you realize that your seat must be protected and establish "" dibs "" (and therefore the moral high ground). Therefore, you must call seat check before leaving your seat.",wikihow,32,7.0,3.3288,7,0.0,3.0759,2.6257,7,77,4.020152237541697
4871,"Personal Care and Style: How to reduce the appearance of scars from your face. Use sunscreen. Protection from uv rays is essential for wound healing and scar care. No matter what approach you take, sunscreen should be part of your routine.",wikihow,25,3.5,2.7674,4,10.6383,3.4052,2.5426,4,47,2.695396294921297
4872,"Personal Care and Style: How to draw your own temporary tattoo. Gain inspiration from other people's tattoos. Find tattoo designs on famous people that you like. If any of your friends have tattoos that you find aesthetically pleasing, do an image search online to find tattoos in a similar style.",wikihow,25,7.5,3.0943,5,8.7719,3.165,2.542,0,57,-1.8630183908719034
4873,"Health: How to convince others to let you be vegetarian or vegan. Tell them why you do not want to eat meat. Politely explain your reasoning, but be persistent.. Ask them why they are against not eating meat.",wikihow,15,0.5,2.825,5,0.0,3.2844,2.5522,10,44,8.862920700659256
4874,"Food and Entertaining: How to keep dress shoes from creasing. Choose shoes that fit you well. If there is a gap between your foot and the shoe, the leather will bend more. This is the reason that most shoes crease.",wikihow,18,4.5,2.6429,5,0.0,3.5481,2.6265,0,46,-1.2487622364993836
4875,"Personal Care and Style: How to avoid being mugged. Avoid listening to music. When walking in public, you should avoid listening to music on a cell phone or other personal listening device. The music could distract you from various dangers, and someone could take advantage of you if you're distracted by listening to your music.",wikihow,20,1.5,2.9492,5,7.9365,3.2027,2.5687,0,63,-2.198067202347824
4876,"Holidays and Traditions: How to dye deviled eggs. Hard boil the eggs. Place 7 eggs into a saucepan, then cover them with 1 inch (2.5 cm) of water. Add a pinch of salt, then boil them, covered, for 10 minutes.",wikihow,26,7.0,3.0638,4,11.7647,3.5781,2.8723,0,51,-1.5279695793959835
4877,Personal Care and Style: How to get married in italy. Plan ahead. You will need at least six months to gather all of the appropriate documentation. Resist the temptation to just hop on a plane to italy with your fiancé.,wikihow,15,4.0,2.9268,4,24.4444,3.2661,2.395,0,45,-1.1929207679200633
4878,"Family Life: How to trace your ancestry. Ask questions. Find out as much as you can about your family history. Look through old photo albums, and ask your family members what they know.",wikihow,17,4.0,2.9429,4,0.0,2.7229,2.722,0,39,-0.8578719564441435
4879,Computers and Electronics: How to open a padlock. Look on the back of the lock to find the combination. Most padlocks will have the combination listed either on the back of the lock or somewhere within the packaging. Look for a three digit code when you buy your lock.,wikihow,23,4.0,3.04,6,1.8519,3.45,2.6636,0,54,-1.6954939851339434
4880,"Food and Entertaining: How to bake cupcakes without a cupcake pan. Create a stable structure using cupcake liners. If you're using paper liners, you'll need to use at least 2 or 3 stacked on top of one another so that they're able to stand on their own. Foil liners are the best choice as they're already very strong.",wikihow,26,4.5,3.0469,5,7.3529,3.6507,2.6982,4,68,1.5227254547555766
4881,Personal Care and Style: How to nudge in pro tools. Set a nudge value. Setting up nudge values will allow you to determine the value of each nudge increment. Open the nudge value menu.,wikihow,19,4.5,2.6571,4,12.8205,3.5086,2.7034,0,39,-0.8578719564441435
4882,Food and Entertaining: How to thicken stew. Sprinkle a small amount of breadcrumbs into the stew liquid. Stir to mix well. Use dried or frozen breadcrumbs.,wikihow,13,1.5,2.9259,4,0.0,3.946,2.91,0,31,-0.4111402078095834
4883,"Food and Entertaining: How to be a daring girl. Face your fears. If you feel afraid of something, it is important to face your fears rather than running from them. For example, if you are afraid of heights, then avoiding heights will only intensify your fear.",wikihow,18,4.0,2.96,4,0.0,3.3,2.4332,0,54,-1.6954939851339434
4884,"Personal Care and Style: How to choose the right swimsuit (guys ). Determine how you intend to use the swimsuit. If you are buying a suit for racing competitively, you'll need a different suit than you would if you're just swimming for fun. The more leg movement (i.e., actual swimming) you intend to do, the less fabric you should have on your swimsuit.",wikihow,24,4.5,2.9028,5,6.5789,3.4173,2.6892,0,76,-2.924006293878983
4885,"Relationships: How to become friends with a stranger. Say hello. The quickest and surest way to befriend someone you don't know is to simply say hello. Approach a stranger that has caught your attention and say something along the lines of, "" hey, how's the day going so far? "" this alone can get a friendly conversation going.",wikihow,15,1.0,3.6094,5,2.9412,3.22,2.2759,4,68,1.5227254547555766
4886,"Personal Care and Style: How to wear a tux. Figure out if "" black tie "" is right for you. Whether for a wedding, prom, or formal event, the tuxedo is a classic look that exudes style. The tux in its most basic form sports simple lines similar to a normal man's suit, but with the addition of silk bands on the outside hem of each trouser leg.",wikihow,31,5.0,3.4324,5,7.6923,3.4197,2.6846,0,78,-3.0356892310376233
4887,"Personal Care and Style: How to highlight hair. Choose the right color. For highlights, you'll either need to use bleach or a dye that's lighter than your hair color, depending on your hair's color and condition. It's best to aim for a color that is one to two shades lighter than your base color.",wikihow,25,6.5,3.0492,7,10.7692,3.2569,2.7398,0,65,-2.3097501395064635
4888,"Food and Entertaining: How to make a grab' n' go breakfast. In a glass bowl, crack two eggs.. Add salt and pepper, if you have a little extra time, you could also put your other favorite seasonings. If you're using parmesan or grated cheese, put some in the mixture as well.",wikihow,25,4.0,3.3793,4,1.5873,3.4768,2.8835,0,62,-2.1422257337685036
4889,"Family Life: How to book a wedding band. Determine your budget. If you have a strict budget, make a note of your absolute maximum. The price will vary depending on the number of musicians, travel costs, accommodation, and quality/schedule of your chosen bands.",wikihow,24,3.0,3.0,5,0.0,3.1745,2.5761,0,54,-1.6954939851339434
4890,"Personal Care and Style: How to exfoliate skin. Buy a natural bristled brush. If you want to exfoliate outside of the shower, you can use circular motions with a long-handled, natural bristled brush. This brush is available in the cosmetics section of most box stores, like target and walmart, as well as in natural food stores.",wikihow,23,3.5,3.3492,6,7.4627,3.4316,2.8528,0,67,-2.421433076665103
4891,"Food and Entertaining: How to apply a bright eyeliner look. Start by using moisturizer and any acne or blemish creams. Blend them into your skin with your fingers, using circular motions.. Apply a bb cream.",wikihow,20,3.5,3.2973,4,0.0,3.7726,2.8597,0,41,-0.9695548936027836
4892,"Personal Care and Style: How to use prenatal massage techniques. Wait until your second trimester to have a prenatal massage. The highest risk of miscarriage is during weeks 1 to 12 of a pregnancy, so most massage therapists avoid massaging women in their first trimester.. Lay on your side for a prenatal massage.",wikihow,27,4.0,3.2,4,18.6441,3.6581,2.4865,0,59,-1.9747013280305434
4893,"Finance and Business: How to set up a food drive. Decide who you will be asking for donations. Do you want to collect donations from your work or church? Or will you branch out to a general audience and advertise across your area? Making concrete decisions about this up front will help you stay organized as you go along. If you're new to organizing food drives, stay small.",wikihow,22,1.5,2.7465,4,0.0,3.0132,2.7679,0,77,-2.979847762458303
4894,"Health: How to treat and prevent athlete's foot. Use anti-fungal creams or sprays. Being a relatively common affliction, there are plenty of over-the-counter anti-fungal treatments available. Head to your local pharmacy or drugstore, and grab sprays or creams that focus on killing the fungus responsible for your discomfort.",wikihow,27,4.0,2.9821,7,0.0,3.7407,2.5547,0,60,-2.030542796609863
4895,"Pets and Animals: How to treat epilepsy in beagles. Take your dog to the vet. Your vet will do some testing to rule out other possible causes for the seizures. If no cause for the beagle's seizures is identifiable, the dog is assumed to have epilepsy.",wikihow,22,6.0,2.6531,5,0.0,3.838,2.4582,3,53,1.3603474834453764
4896,Sports and Fitness: How to do a straddle press handstand beam mount. Start with your hands placed on the balance beam from the side.. Push up to front support.. Push your legs up.,wikihow,16,4.0,3.1765,5,2.6316,3.4581,2.919,0,38,-0.8020304878648232
4897,"Home and Garden: How to change a upvc door lock. Identify the kind of lock you have. There are different variations for upvc door locks, so initially, try to identify the brand of the lock on your door. Some common brands include avocet, fulltex gu ferco, mila, roto, and yale, just to name a few.",wikihow,33,4.0,3.4286,5,4.4776,3.6957,2.5535,0,67,-2.421433076665103
4898,"Computers and Electronics: How to do sqlite database recovery and convert it with sqlite database recovery. Download and open sqlite database recovery software on your pc.. Browse to the corrupt sqlite database file location (file extension. Db ,. Sqlite ,. Sqlite3). Choose file and then click ok.",wikihow,33,3.0,3.1373,6,1.7544,3.8913,2.8017,0,56,-1.8071769222925835
4899,"Personal Care and Style: How to clean out a purse. Empty your purse on a flat surface. Take all the empty containers, wrappers, or other trash and throw it away.. Clean the outside of your purse with warm water.",wikihow,18,3.0,3.2381,4,13.0435,3.3139,2.8386,0,46,-1.2487622364993836
4900,Health: How to diagnose bipolar disorder. Look for drastic mood changes. Bipolar disorder is known to result in very obvious mood changes to those it affects. These mood changes will swing from being manic to being depressed.,wikihow,12,1.5,2.5789,5,0.0,3.5243,2.1761,0,42,-1.0253963621821034
4901,"Personal Care and Style: How to set up international mail forwarding services. Assess your needs. There are many options when it comes to mail forwarding services. Each company offers the same basic services, but there are often customizable factors that might make one service plan preferable over another.",wikihow,25,3.0,2.92,6,9.2593,3.2021,2.4756,0,54,-1.6954939851339434
4902,"Travel: How to calculate exchange rate. Estimate the amount of money you wish to exchange. Think about how much money you're budgeting for the trip. Or, if you know how much money you'll need in the other country, work backwards and start with the foreign currency.",wikihow,19,3.0,3.2549,5,0.0,3.0452,2.5371,0,55,-1.7513354537132633
4903,"Family Life: How to breastfeed twins. Set up pillow supports. Sit on your couch, bed, or floor and place a pillow behind your back for support. Put a nursing pillow designed for twins firmly around your waist and set a pillow underneath it for extra support.",wikihow,22,1.5,3.3469,3,0.0,3.3496,3.144,0,53,-1.6396525165546236
4904,"Pets and Animals: How to tell the difference between a frog and a toad. Look at the hind legs. You can tell the difference between a frog and a toad by the length of its legs. If you can get close enough, get a good look at the back legs specifically.",wikihow,21,3.0,2.9245,6,0.0,3.2755,2.5228,0,57,-1.8630183908719034
4905,"Personal Care and Style: How to get tousled, sexy bed hair. Use a saltwater spray. If you want a more tousled style but have silky, flat hair: saltwater spray is great for adding more texture to the hair. It will make the hair a bit more coarse so that it's easier to ruffle it up.",wikihow,24,1.5,3.1167,5,7.8125,3.5441,2.7671,0,64,-2.253908670927143
4906,"Food and Entertaining: How to make churro apple pie bowls. Preheat the oven to 450 ° fahrenheit or 225 ° celsius.. Grease a muffin tray by flipping it on its side. Instead of spraying non-stick greasing spray in the cases of the tray, grease it on the cups sides.",wikihow,30,2.0,3.0784,5,3.5088,4.135,3.0003,0,55,-1.7513354537132633
4907,"Home and Garden: How to choose a tablecloth size. Consider the occasion. If you're picking a tablecloth for an occasion, consider the nature of that occasion. Depending on the event type, there should be different levels of drop from the edge of the table to the bottom of the tablecloth.",wikihow,24,5.0,2.7407,5,0.0,3.4157,2.4277,0,58,-1.9188598594512236
4908,"Personal Care and Style: How to get beautiful, glowing skin. Drink up. Aim to get 6 to 8 glasses of water a day. The water will clear your skin and make it glow because it makes it easier for your body to flush out toxins quickly.",wikihow,20,2.0,2.875,6,15.3846,3.12,2.7974,0,52,-1.5838110479753034
4909,"Family Life: How to teach your child about budgeting. Pay with cash instead of credit cards. Setting a good example is a big part of teaching young kids to budget wisely. Paying with cash instead of using a credit card at every opportunity shows them that things are bought with real money, not pieces of plastic.",wikihow,26,9.0,2.8793,5,0.0,2.9363,2.631,4,62,1.8577742662314964
4910,"Family Life: How to design a life of your choice. Find a nice quiet spot where you will be undisturbed for at least 20 minutes. Equip yourself with a pencil and a new notepad or booklet that will become your "" life book "".. Draw a time line across a page, from now to say five years on.",wikihow,25,4.0,3.3667,6,9.375,2.9678,2.6462,0,64,-2.253908670927143
