question_id,subject,domain_group,redux_error_type,b_published,b_early_cohort,b_recent_cohort,b_random_cohort_a,b_random_cohort_b
mmlu_moral_disputes_row_331,moral_disputes,Non-STEM,ok,-1.578176,-1.5934864,-1.5891095,-1.6345432,-1.5361779
mmlu_moral_disputes_row_332,moral_disputes,Non-STEM,,0.02600288,-0.34565625,2.2631297,-0.07299699,0.5601074
mmlu_moral_disputes_row_333,moral_disputes,Non-STEM,,-0.60943735,-0.536892,-0.35504988,-0.27189833,-0.3115695
mmlu_moral_disputes_row_334,moral_disputes,Non-STEM,,4.6847553,3.2293246,4.6317606,3.6005425,3.2568264
mmlu_moral_disputes_row_335,moral_disputes,Non-STEM,ok,-1.6775051,-1.7134064,-1.7757826,-1.7896076,-1.4763561
mmlu_moral_disputes_row_336,moral_disputes,Non-STEM,,4.372925,3.2459433,3.9759471,2.515903,3.160868
mmlu_moral_disputes_row_337,moral_disputes,Non-STEM,,-1.4624141,-1.751447,-0.8903729,-0.77069217,-1.2221123
mmlu_moral_disputes_row_338,moral_disputes,Non-STEM,,-1.2136618,-1.2372682,-1.1410359,-1.2766602,-0.86855173
mmlu_moral_disputes_row_339,moral_disputes,Non-STEM,ok,-2.5532794,-1.9463547,-2.5397737,-1.3187625,-2.256189
mmlu_moral_disputes_row_340,moral_disputes,Non-STEM,ok,-1.0417044,-0.99577075,-0.95449513,-1.3875979,-0.6205365
mmlu_moral_disputes_row_341,moral_disputes,Non-STEM,,-1.2644465,-0.7161267,-1.2668725,-1.0183936,-0.7978785
mmlu_moral_disputes_row_342,moral_disputes,Non-STEM,ok,-1.6760674,-1.56841,-1.9252152,-1.8539252,-1.4636829
mmlu_moral_disputes_row_343,moral_disputes,Non-STEM,,-0.38457996,-0.67494553,0.2183153,0.29865575,-0.18304633
mmlu_moral_disputes_row_344,moral_disputes,Non-STEM,,-1.4673885,-1.3337246,-1.6773471,-1.3250316,-1.5478643
mmlu_moral_disputes_row_345,moral_disputes,Non-STEM,,-1.5400933,-1.5817853,-1.5373842,-1.6632597,-1.3507932
mmlu_moral_scenarios_row_0,moral_scenarios,Non-STEM,,-0.71630037,-0.23611751,-0.6367959,-0.13242808,-0.14572494
mmlu_moral_scenarios_row_1,moral_scenarios,Non-STEM,,4.092401,1.2029806,3.8963642,2.7783747,2.788812
mmlu_moral_scenarios_row_2,moral_scenarios,Non-STEM,,-0.91862833,-0.4160333,-0.8581073,-0.6249811,-0.36807802
mmlu_moral_scenarios_row_3,moral_scenarios,Non-STEM,,1.0449407,2.0568135,1.5587676,1.1309005,1.4859185
mmlu_moral_scenarios_row_4,moral_scenarios,Non-STEM,,-1.2042527,-0.5055251,-1.1372422,-0.9410407,-0.6407835
mmlu_moral_scenarios_row_5,moral_scenarios,Non-STEM,,0.84176123,1.9060446,1.967389,1.2184383,1.3193518
mmlu_moral_scenarios_row_6,moral_scenarios,Non-STEM,,2.4454467,1.2868772,1.453264,2.1397767,1.8385661
mmlu_moral_scenarios_row_7,moral_scenarios,Non-STEM,,3.6440377,2.2139454,2.102729,2.1185267,2.337023
mmlu_moral_scenarios_row_8,moral_scenarios,Non-STEM,,-1.3561668,-1.0297327,-1.304965,-0.7180394,-1.5101278
mmlu_moral_scenarios_row_9,moral_scenarios,Non-STEM,,1.6725845,1.5815839,2.8900526,1.5565876,1.9407942
mmlu_moral_scenarios_row_10,moral_scenarios,Non-STEM,,-0.46470913,-0.15554553,-0.37258816,0.09015999,0.1938701
mmlu_moral_scenarios_row_11,moral_scenarios,Non-STEM,,2.6916263,1.0282555,2.9404988,1.6845192,1.6042134
mmlu_moral_scenarios_row_12,moral_scenarios,Non-STEM,,0.111319624,1.2354945,0.38585025,0.56758296,0.35898235
mmlu_moral_scenarios_row_13,moral_scenarios,Non-STEM,,-2.0913396,-1.5931363,-1.9943349,-1.5031561,-2.0588415
mmlu_moral_scenarios_row_14,moral_scenarios,Non-STEM,,-0.6109207,-0.05246653,-0.50057054,0.0513942,0.064467855
mmlu_moral_scenarios_row_15,moral_scenarios,Non-STEM,,2.7414274,1.5426908,3.8589203,1.8434299,2.0097191
mmlu_moral_scenarios_row_16,moral_scenarios,Non-STEM,,-0.55855083,-0.1421096,-0.4057005,-0.030839121,-0.059346393
mmlu_moral_scenarios_row_17,moral_scenarios,Non-STEM,ok,1.3843347,2.8375554,3.8918698,1.5477473,2.277223
mmlu_moral_scenarios_row_18,moral_scenarios,Non-STEM,,-0.1609986,-1.1401455,0.69682586,0.1257957,0.35547104
mmlu_moral_scenarios_row_19,moral_scenarios,Non-STEM,,-1.5827265,-1.4725059,-1.4664466,-1.0731847,-1.5383018
mmlu_moral_scenarios_row_20,moral_scenarios,Non-STEM,,2.224997,1.2199827,0.8876828,1.8217998,1.714213
mmlu_moral_scenarios_row_21,moral_scenarios,Non-STEM,,-1.6166983,-1.2503037,-1.6144122,-1.1032256,-2.0872688
mmlu_moral_scenarios_row_22,moral_scenarios,Non-STEM,,6.0888505,2.8588693,4.1505523,3.3697832,3.5537462
mmlu_moral_scenarios_row_23,moral_scenarios,Non-STEM,,1.3609254,1.3059914,3.061239,1.3198081,1.6117096
mmlu_moral_scenarios_row_24,moral_scenarios,Non-STEM,ok,-0.59433454,-0.7934743,0.240193,-0.0687915,0.05728884
mmlu_moral_scenarios_row_25,moral_scenarios,Non-STEM,,-0.77277696,0.15935779,-0.9256992,-0.29061836,-0.16837542
mmlu_moral_scenarios_row_26,moral_scenarios,Non-STEM,,3.9282458,1.2049484,3.3852713,2.3888881,2.2045894
mmlu_moral_scenarios_row_27,moral_scenarios,Non-STEM,,1.3687576,2.202284,1.9794271,1.4100534,1.6234657
mmlu_moral_scenarios_row_28,moral_scenarios,Non-STEM,ok,-0.030898504,0.34142342,0.27092645,0.109207965,0.26888737
mmlu_moral_scenarios_row_29,moral_scenarios,Non-STEM,,0.2049837,-0.09762679,1.171229,0.60316396,0.6848204
mmlu_moral_scenarios_row_30,moral_scenarios,Non-STEM,ok,0.7221215,1.1170294,0.49169347,0.94163,1.1255883
mmlu_moral_scenarios_row_31,moral_scenarios,Non-STEM,,1.1273974,2.5624187,1.948765,1.7370332,1.4334644
mmlu_moral_scenarios_row_32,moral_scenarios,Non-STEM,,1.6975876,1.3470012,1.0697507,1.463395,0.9364139
mmlu_moral_scenarios_row_33,moral_scenarios,Non-STEM,ok,0.6323079,2.2777944,1.3913839,1.1422492,1.086377
mmlu_moral_scenarios_row_34,moral_scenarios,Non-STEM,,-0.24072254,0.4162775,-0.014777307,0.5210606,0.11715189
mmlu_moral_scenarios_row_35,moral_scenarios,Non-STEM,,0.09123199,0.026092187,1.05669,0.19592308,0.6423816
mmlu_moral_scenarios_row_36,moral_scenarios,Non-STEM,,4.5002832,2.7322526,2.3105552,2.4738715,2.6003177
mmlu_moral_scenarios_row_37,moral_scenarios,Non-STEM,,0.004020334,0.005364899,0.78929037,0.37158647,0.43142027
mmlu_moral_scenarios_row_38,moral_scenarios,Non-STEM,,0.25386944,0.6785694,0.8045568,0.5306042,0.1920371
mmlu_moral_scenarios_row_39,moral_scenarios,Non-STEM,,0.024195747,0.3408106,0.6079774,0.35214302,0.34333372
mmlu_moral_scenarios_row_40,moral_scenarios,Non-STEM,ok,0.3098366,0.47642958,1.4963976,0.72183895,0.54618174
mmlu_moral_scenarios_row_41,moral_scenarios,Non-STEM,,1.3153534,2.0733862,2.8913374,1.892012,1.6337869
mmlu_moral_scenarios_row_42,moral_scenarios,Non-STEM,ok,-0.9277499,-0.34361407,-0.88350666,-0.72975796,-0.5217872
mmlu_moral_scenarios_row_43,moral_scenarios,Non-STEM,,1.7324029,2.5419638,2.1039586,1.6160853,1.7078999
mmlu_moral_scenarios_row_44,moral_scenarios,Non-STEM,,-0.9711849,-0.49997348,-0.95726573,-0.43186942,-0.543148
mmlu_moral_scenarios_row_45,moral_scenarios,Non-STEM,,-1.5714482,-1.5241755,-1.4904292,-0.8009692,-1.6349287
mmlu_moral_scenarios_row_46,moral_scenarios,Non-STEM,,2.685652,0.9099698,2.540794,2.3467765,1.5446597
mmlu_moral_scenarios_row_47,moral_scenarios,Non-STEM,ok,1.2516832,1.961605,1.9231702,1.7658588,1.2621628
mmlu_moral_scenarios_row_48,moral_scenarios,Non-STEM,,0.58991367,1.3778398,0.86059916,0.7562766,0.88061976
mmlu_moral_scenarios_row_49,moral_scenarios,Non-STEM,,0.030152263,-0.26521978,1.6115276,0.35796034,0.17639329
mmlu_moral_scenarios_row_50,moral_scenarios,Non-STEM,ok,0.90327144,0.9787724,2.2199721,1.1808784,1.3772526
mmlu_moral_scenarios_row_51,moral_scenarios,Non-STEM,,1.2624269,1.9286892,2.8388443,1.8653538,1.7137976
mmlu_moral_scenarios_row_52,moral_scenarios,Non-STEM,,2.618702,0.5497109,2.318386,0.45866403,1.594547
mmlu_moral_scenarios_row_53,moral_scenarios,Non-STEM,,1.9395459,1.4995815,1.5565896,1.9653735,1.3998078
mmlu_moral_scenarios_row_54,moral_scenarios,Non-STEM,,5.186701,2.720699,3.443356,3.006938,2.8919067
mmlu_moral_scenarios_row_55,moral_scenarios,Non-STEM,,-0.3274149,0.4574844,-0.31249484,-0.11777175,0.31843948
mmlu_moral_scenarios_row_56,moral_scenarios,Non-STEM,,-0.6167309,0.87315214,-1.3422452,0.7168466,0.23538025
mmlu_moral_scenarios_row_57,moral_scenarios,Non-STEM,,-0.51143146,-0.064331025,-0.41947,0.22973038,0.13077885
mmlu_moral_scenarios_row_58,moral_scenarios,Non-STEM,ok,-0.5759217,-0.29050893,-0.40694135,0.20501459,-0.42620233
mmlu_moral_scenarios_row_59,moral_scenarios,Non-STEM,,-1.0688051,-0.5732078,-0.99610174,-0.5955993,-0.6879589
mmlu_moral_scenarios_row_60,moral_scenarios,Non-STEM,,6.2917714,2.5366833,4.3075953,3.246823,3.2841525
mmlu_moral_scenarios_row_61,moral_scenarios,Non-STEM,ok,1.093315,1.4458916,2.347575,1.4161075,1.1785644
mmlu_moral_scenarios_row_62,moral_scenarios,Non-STEM,,0.13347581,0.40373304,-0.2773883,0.83465344,0.5010813
mmlu_moral_scenarios_row_63,moral_scenarios,Non-STEM,ok,5.969144,3.2148232,5.145656,3.3676598,3.2263927
mmlu_moral_scenarios_row_64,moral_scenarios,Non-STEM,,0.76712435,2.0423028,0.1980326,0.93836826,1.0640059
mmlu_moral_scenarios_row_65,moral_scenarios,Non-STEM,,0.7465018,-0.1356542,2.539443,0.92078215,1.0185282
mmlu_moral_scenarios_row_66,moral_scenarios,Non-STEM,,1.3820884,2.7624304,1.9084246,1.4026862,1.7038319
mmlu_moral_scenarios_row_67,moral_scenarios,Non-STEM,,1.5011595,2.0025272,0.5102355,1.638227,1.2633665
mmlu_moral_scenarios_row_68,moral_scenarios,Non-STEM,,-0.95879185,-0.528371,-0.892333,-0.56917393,-0.3134003
mmlu_moral_scenarios_row_69,moral_scenarios,Non-STEM,,0.98173344,1.7506516,2.2380552,1.3897057,1.4727769
mmlu_moral_scenarios_row_70,moral_scenarios,Non-STEM,,0.9252777,-0.0018422724,1.8303975,0.8176367,0.7163213
mmlu_moral_scenarios_row_71,moral_scenarios,Non-STEM,,0.078040235,-0.31248295,1.2957146,0.7518356,0.042018287
mmlu_moral_scenarios_row_72,moral_scenarios,Non-STEM,,0.40350947,0.6918439,1.4929951,0.89061147,0.47670963
mmlu_moral_scenarios_row_73,moral_scenarios,Non-STEM,,-0.16313455,0.14683054,0.09192705,0.16373178,0.27588138
mmlu_moral_scenarios_row_74,moral_scenarios,Non-STEM,,3.7843623,2.5034966,2.2221296,1.874784,2.3587978
mmlu_moral_scenarios_row_75,moral_scenarios,Non-STEM,,1.0046227,2.603482,2.7132244,1.4997418,1.1340269
mmlu_moral_scenarios_row_76,moral_scenarios,Non-STEM,,2.192669,2.1000762,-0.07287081,1.6559502,1.218786
mmlu_moral_scenarios_row_77,moral_scenarios,Non-STEM,,2.5951273,2.293369,4.773512,1.9185597,2.7310936
mmlu_moral_scenarios_row_78,moral_scenarios,Non-STEM,,1.1765792,2.2437432,3.2122433,1.1946068,1.6361728
mmlu_moral_scenarios_row_79,moral_scenarios,Non-STEM,,2.700979,3.1525872,2.9902365,2.6125293,2.1159208
mmlu_moral_scenarios_row_80,moral_scenarios,Non-STEM,,2.7011638,1.7286398,2.5055504,2.2862432,1.8918748
mmlu_moral_scenarios_row_81,moral_scenarios,Non-STEM,,-0.16401072,-0.014615503,0.014181537,0.23811191,0.12039944
mmlu_moral_scenarios_row_82,moral_scenarios,Non-STEM,,-2.309903,0.29838204,-1.4149185,-0.59995705,-1.7886649
mmlu_moral_scenarios_row_83,moral_scenarios,Non-STEM,,-1.3306621,-0.72784835,-1.2115128,-0.26636106,-1.2913426
mmlu_moral_scenarios_row_84,moral_scenarios,Non-STEM,,5.683455,2.9702263,4.919685,3.527197,3.028737
mmlu_moral_scenarios_row_85,moral_scenarios,Non-STEM,,-0.8440429,0.12419763,-0.81423265,-0.16233389,-0.2129793
mmlu_moral_scenarios_row_86,moral_scenarios,Non-STEM,,0.4779078,0.7280016,1.6752712,0.95305926,0.9536616
mmlu_moral_scenarios_row_87,moral_scenarios,Non-STEM,,-0.7626574,-0.038284708,-0.72883,-0.29510814,-0.07828174
mmlu_moral_scenarios_row_88,moral_scenarios,Non-STEM,,-0.8424141,-0.21955916,-0.7213149,-0.23985912,-0.44464976
mmlu_moral_scenarios_row_89,moral_scenarios,Non-STEM,,0.82065535,2.118787,0.5186536,1.0827787,1.2202519
mmlu_moral_scenarios_row_90,moral_scenarios,Non-STEM,,2.9427981,0.17949729,2.6549945,1.8954647,1.4969139
mmlu_moral_scenarios_row_91,moral_scenarios,Non-STEM,ok,0.7890812,0.55651647,3.3941076,0.8540688,1.1865703
mmlu_moral_scenarios_row_92,moral_scenarios,Non-STEM,,-0.8601429,-0.2632434,-0.78162074,-0.45907012,-0.2833207
mmlu_moral_scenarios_row_93,moral_scenarios,Non-STEM,,0.5992406,1.2339071,1.9702406,1.2056308,1.0747646
mmlu_moral_scenarios_row_94,moral_scenarios,Non-STEM,,5.0406365,3.0094888,4.286467,2.9870079,2.8842363
mmlu_moral_scenarios_row_95,moral_scenarios,Non-STEM,ok,0.028364755,-0.13327384,1.3482177,0.5265537,0.06768902
mmlu_moral_scenarios_row_96,moral_scenarios,Non-STEM,,2.1308112,1.5164297,3.30919,1.3006634,1.4820198
mmlu_moral_scenarios_row_97,moral_scenarios,Non-STEM,,1.5985138,2.14898,2.9933393,2.1775727,1.5112474
mmlu_moral_scenarios_row_98,moral_scenarios,Non-STEM,,1.3775167,1.9554337,2.7797794,1.3666842,1.6392121
mmlu_moral_scenarios_row_99,moral_scenarios,Non-STEM,,0.36163902,0.3770031,1.4378741,0.8166115,0.78408915
mmlu_moral_scenarios_row_100,moral_scenarios,Non-STEM,ok,0.0391693,-0.2448764,1.3359282,0.32898206,0.5267936
mmlu_moral_scenarios_row_101,moral_scenarios,Non-STEM,,-1.7718364,-1.0933264,-1.8514811,-0.83554125,-1.8251938
mmlu_moral_scenarios_row_102,moral_scenarios,Non-STEM,ok,2.443731,2.251122,2.0294187,2.1636612,2.1642184
mmlu_moral_scenarios_row_103,moral_scenarios,Non-STEM,,0.31793714,1.0001328,0.78829205,1.008171,0.94708425
mmlu_moral_scenarios_row_104,moral_scenarios,Non-STEM,,-0.07347089,0.12346727,0.631935,0.31758815,0.24650499
mmlu_moral_scenarios_row_105,moral_scenarios,Non-STEM,,-0.7511459,-0.05492368,-0.7352388,-0.43811467,-0.12898597
mmlu_moral_scenarios_row_106,moral_scenarios,Non-STEM,,2.0199993,2.652847,2.6620002,1.7666467,1.8098317
mmlu_moral_scenarios_row_107,moral_scenarios,Non-STEM,,1.0550647,1.0634677,2.2941086,1.5101603,1.1277632
mmlu_moral_scenarios_row_108,moral_scenarios,Non-STEM,ok,4.0443506,1.7852085,2.8554425,2.2120888,2.2311246
mmlu_moral_scenarios_row_109,moral_scenarios,Non-STEM,,-0.73387975,-0.08044732,-0.64567125,-0.1005028,-0.17482091
mmlu_moral_scenarios_row_110,moral_scenarios,Non-STEM,,0.18013787,0.49766073,1.3572044,0.4341232,0.4245773
mmlu_moral_scenarios_row_111,moral_scenarios,Non-STEM,,0.9958267,1.4569563,2.498895,1.2861196,1.6638684
mmlu_moral_scenarios_row_112,moral_scenarios,Non-STEM,,-1.6052186,-1.5294619,-1.5236472,-0.7458448,-1.7576504
mmlu_moral_scenarios_row_113,moral_scenarios,Non-STEM,,0.4311476,-0.06400025,-0.27941537,0.47085983,-0.04026085
mmlu_moral_scenarios_row_114,moral_scenarios,Non-STEM,,3.478963,1.9111494,3.4805877,2.1997578,2.3038554
mmlu_moral_scenarios_row_115,moral_scenarios,Non-STEM,,1.6823902,2.156859,2.7993684,1.5654367,2.267792
mmlu_moral_scenarios_row_116,moral_scenarios,Non-STEM,,0.47738785,1.1398351,1.6639552,0.82031363,0.8392567
mmlu_moral_scenarios_row_117,moral_scenarios,Non-STEM,,-1.5658964,-1.3055978,-1.4882741,-0.7785252,-1.5823425
mmlu_moral_scenarios_row_118,moral_scenarios,Non-STEM,,5.809204,2.7813082,5.01125,3.1203835,3.2446854
mmlu_moral_scenarios_row_119,moral_scenarios,Non-STEM,,3.907325,2.8116825,3.084799,3.1464007,2.204094
mmlu_moral_scenarios_row_120,moral_scenarios,Non-STEM,,-1.4388298,-1.3675249,-1.3006905,-0.6274028,-1.5158805
mmlu_moral_scenarios_row_121,moral_scenarios,Non-STEM,,3.4405994,1.9821872,2.999087,2.5937853,2.5397146
mmlu_moral_scenarios_row_122,moral_scenarios,Non-STEM,,-0.23812148,-0.9198113,1.6010618,0.27269337,-0.21520758
mmlu_moral_scenarios_row_123,moral_scenarios,Non-STEM,,-0.0066623455,0.73399866,-0.021187598,0.37021643,0.32603854
mmlu_moral_scenarios_row_124,moral_scenarios,Non-STEM,,1.3830451,2.4106004,2.087442,1.5274533,1.8944834
mmlu_moral_scenarios_row_125,moral_scenarios,Non-STEM,ok,2.5584652,2.962118,2.4803522,2.3881488,2.1037104
mmlu_moral_scenarios_row_126,moral_scenarios,Non-STEM,,-0.32491586,-0.15080462,-0.3299283,0.48342124,0.42313242
mmlu_moral_scenarios_row_127,moral_scenarios,Non-STEM,,0.60673803,0.33672586,2.5416107,0.8979409,0.912704
mmlu_moral_scenarios_row_128,moral_scenarios,Non-STEM,,-1.7111197,-1.1881886,-1.7008727,-0.9699805,-1.5547761
mmlu_moral_scenarios_row_129,moral_scenarios,Non-STEM,,0.4673748,0.47874072,1.7803465,0.763397,1.026472
mmlu_moral_scenarios_row_130,moral_scenarios,Non-STEM,,-2.023223,-1.1620349,-2.2253425,-0.9171306,-1.7159672
mmlu_moral_scenarios_row_131,moral_scenarios,Non-STEM,,1.7745266,1.5482407,0.66362864,1.6329896,1.2573705
mmlu_moral_scenarios_row_132,moral_scenarios,Non-STEM,,-1.2905884,-0.7718602,-1.0355963,-0.06269745,-1.2947991
mmlu_moral_scenarios_row_133,moral_scenarios,Non-STEM,,1.556054,1.9367535,2.6225164,1.8807406,1.5559467
mmlu_moral_scenarios_row_134,moral_scenarios,Non-STEM,,0.12657873,0.7028612,0.64229435,0.9068592,0.46940577
mmlu_moral_scenarios_row_135,moral_scenarios,Non-STEM,,1.0024369,1.9272461,2.4167762,1.1324122,1.3894786
mmlu_moral_scenarios_row_136,moral_scenarios,Non-STEM,,1.3981494,0.5463956,2.6356475,1.4749733,1.3957509
mmlu_moral_scenarios_row_137,moral_scenarios,Non-STEM,,3.5015798,1.3977708,3.7843342,2.6840093,2.1049483
mmlu_moral_scenarios_row_138,moral_scenarios,Non-STEM,,0.17382142,0.1698332,1.1636928,0.70743465,0.35257965
mmlu_moral_scenarios_row_139,moral_scenarios,Non-STEM,,1.7408814,1.750873,2.0702293,1.6456196,1.4869635
mmlu_moral_scenarios_row_140,moral_scenarios,Non-STEM,,-0.23009692,0.12409286,-0.032085873,0.33370438,0.2447676
mmlu_moral_scenarios_row_141,moral_scenarios,Non-STEM,ok,-1.5351851,-1.3818308,-1.59371,-1.0043093,-1.8313835
mmlu_moral_scenarios_row_142,moral_scenarios,Non-STEM,,-0.7524737,0.0064445212,-0.62653726,0.055965416,-0.922316
mmlu_moral_scenarios_row_143,moral_scenarios,Non-STEM,ok,3.2485785,2.2227168,3.6346428,1.9097929,2.1724358
mmlu_moral_scenarios_row_144,moral_scenarios,Non-STEM,,-0.025186175,0.7344971,0.132846,0.4511449,0.43326643
mmlu_moral_scenarios_row_145,moral_scenarios,Non-STEM,,-1.0334642,-0.3194145,-0.920572,-0.55717766,-0.5474987
mmlu_moral_scenarios_row_146,moral_scenarios,Non-STEM,,3.6572835,1.8757901,1.5803844,1.7710179,2.1665459
mmlu_moral_scenarios_row_147,moral_scenarios,Non-STEM,,0.4431653,1.3862274,0.6915175,0.84588414,0.77527225
mmlu_moral_scenarios_row_148,moral_scenarios,Non-STEM,,5.1668935,2.6581812,4.5585756,2.8748603,3.3428967
mmlu_moral_scenarios_row_149,moral_scenarios,Non-STEM,,0.3368163,0.1197501,2.7055767,0.4746042,0.72007155
mmlu_moral_scenarios_row_150,moral_scenarios,Non-STEM,,-0.98416185,-0.4036837,-0.9208228,-0.72127783,-0.42169952
mmlu_moral_scenarios_row_151,moral_scenarios,Non-STEM,,2.193717,2.3730268,3.0919836,2.147447,1.6564404
mmlu_moral_scenarios_row_152,moral_scenarios,Non-STEM,ok,-0.8331838,-0.16606425,-0.7240509,-0.30229953,-0.34722316
mmlu_moral_scenarios_row_153,moral_scenarios,Non-STEM,,0.75724936,1.077548,2.2739503,1.2174057,1.0215663
mmlu_moral_scenarios_row_154,moral_scenarios,Non-STEM,,3.2746172,1.7321707,3.2364218,2.1449854,2.271434
mmlu_moral_scenarios_row_155,moral_scenarios,Non-STEM,ok,1.472238,2.5558796,2.7159271,1.8079095,1.6333548
mmlu_moral_scenarios_row_156,moral_scenarios,Non-STEM,,3.7814267,2.647729,4.1355333,2.3035188,2.7789671
mmlu_moral_scenarios_row_157,moral_scenarios,Non-STEM,,-0.8959339,-0.252772,-0.852242,-0.50705653,-0.43920726
mmlu_moral_scenarios_row_158,moral_scenarios,Non-STEM,ok,-1.8789238,-1.4742664,-1.7173206,-0.9887862,-1.9597822
mmlu_moral_scenarios_row_159,moral_scenarios,Non-STEM,,0.3846111,0.9717422,0.46402144,0.92183894,0.066115595
mmlu_moral_scenarios_row_160,moral_scenarios,Non-STEM,ok,-0.67181575,0.057590816,-0.60987717,0.03520426,-0.21615453
mmlu_moral_scenarios_row_161,moral_scenarios,Non-STEM,,-0.62243676,-0.01695613,-0.45752653,-0.15791252,-0.059004914
mmlu_moral_scenarios_row_162,moral_scenarios,Non-STEM,,-1.488163,-1.5176525,-1.4157664,-0.7084507,-1.4830296
mmlu_moral_scenarios_row_163,moral_scenarios,Non-STEM,,5.4414763,2.9691622,4.5672293,3.0755737,3.156278
mmlu_moral_scenarios_row_164,moral_scenarios,Non-STEM,,-0.4886191,0.070148386,-0.4855571,0.13931757,0.26165128
mmlu_moral_scenarios_row_165,moral_scenarios,Non-STEM,,-1.2479855,-0.7272622,-1.2400956,-0.8498672,-1.3478357
mmlu_moral_scenarios_row_166,moral_scenarios,Non-STEM,,2.1231456,2.347445,0.8490074,1.4758759,1.3561796
mmlu_moral_scenarios_row_167,moral_scenarios,Non-STEM,,1.6419641,1.7569147,2.249528,1.1629677,1.7987264
mmlu_moral_scenarios_row_168,moral_scenarios,Non-STEM,,1.6576327,0.33120623,1.8077966,1.6276835,1.1972115
mmlu_moral_scenarios_row_169,moral_scenarios,Non-STEM,,-1.0739232,-0.14421198,-0.78690404,-0.22359562,-0.18959975
mmlu_moral_scenarios_row_170,moral_scenarios,Non-STEM,,-1.6174725,-0.76881844,-2.0258207,-0.56637466,-1.1655575
mmlu_moral_scenarios_row_171,moral_scenarios,Non-STEM,,0.8010746,1.0488871,2.7661376,1.0612521,1.2512612
mmlu_moral_scenarios_row_172,moral_scenarios,Non-STEM,,1.9193627,0.35879636,3.619411,1.6963829,1.1295754
mmlu_moral_scenarios_row_173,moral_scenarios,Non-STEM,,1.4411561,2.622028,2.7639396,1.6108115,1.7821465
mmlu_moral_scenarios_row_174,moral_scenarios,Non-STEM,,0.47113848,0.81816363,1.7057428,0.65836155,0.7089274
mmlu_moral_scenarios_row_175,moral_scenarios,Non-STEM,,1.0839185,1.7228231,1.8844128,1.5871117,1.3049634
mmlu_moral_scenarios_row_176,moral_scenarios,Non-STEM,,-0.18122858,-0.14867452,0.32496276,0.4057181,0.47647235
mmlu_moral_scenarios_row_177,moral_scenarios,Non-STEM,,-0.949921,-0.2197893,-0.7953754,-0.4911672,-0.29448843
mmlu_moral_scenarios_row_178,moral_scenarios,Non-STEM,,-0.18408847,0.025653698,0.048889976,0.36305478,0.38222578
mmlu_moral_scenarios_row_179,moral_scenarios,Non-STEM,,1.4285643,1.9800681,2.3029292,1.6776606,1.5395014
mmlu_moral_scenarios_row_180,moral_scenarios,Non-STEM,,3.8591166,1.2330736,4.438665,2.1611788,2.3427658
mmlu_moral_scenarios_row_181,moral_scenarios,Non-STEM,,0.48758498,0.74272704,1.4624431,1.1121001,0.7789862
mmlu_moral_scenarios_row_182,moral_scenarios,Non-STEM,,-0.38555703,0.20131013,-0.3093518,0.07792717,0.27900627
mmlu_moral_scenarios_row_183,moral_scenarios,Non-STEM,,-1.8667252,-1.3992057,-1.9473125,-0.6982384,-1.8704835
mmlu_moral_scenarios_row_184,moral_scenarios,Non-STEM,,1.1168983,2.0486434,2.7298136,0.84687805,1.7131329
mmlu_moral_scenarios_row_185,moral_scenarios,Non-STEM,,3.170194,1.555597,2.5377367,1.8127191,2.409719
mmlu_moral_scenarios_row_186,moral_scenarios,Non-STEM,,1.4492768,1.8044543,3.3160484,1.4982636,1.7112224
mmlu_moral_scenarios_row_187,moral_scenarios,Non-STEM,,-2.0384624,0.3842278,-1.6319771,-0.6415897,-0.45006564
mmlu_moral_scenarios_row_188,moral_scenarios,Non-STEM,,-0.038011227,0.03318539,0.59525186,0.41006905,0.37347516
mmlu_moral_scenarios_row_189,moral_scenarios,Non-STEM,,4.8421645,2.5845282,4.7265344,2.7692695,2.8253105
mmlu_moral_scenarios_row_190,moral_scenarios,Non-STEM,,4.1103473,2.579833,3.9932988,2.5991325,3.0599122
mmlu_moral_scenarios_row_191,moral_scenarios,Non-STEM,,0.9968497,1.5330414,2.9275076,1.0373373,1.6192355
mmlu_moral_scenarios_row_192,moral_scenarios,Non-STEM,,0.40336943,-0.32810462,1.7547389,0.7951942,0.8046309
mmlu_moral_scenarios_row_193,moral_scenarios,Non-STEM,,1.1259049,2.444186,2.2795773,1.3050015,1.7772874
mmlu_moral_scenarios_row_194,moral_scenarios,Non-STEM,,-1.1957428,-1.1230825,-1.2241249,-0.55447555,-1.4411379
mmlu_moral_scenarios_row_195,moral_scenarios,Non-STEM,,1.0107005,2.057183,2.0768163,1.2685982,1.2967185
mmlu_moral_scenarios_row_196,moral_scenarios,Non-STEM,,1.438235,1.3042593,1.0697088,1.8734496,1.5650878
mmlu_moral_scenarios_row_197,moral_scenarios,Non-STEM,,-0.38326406,0.27977234,-0.28950146,0.08594674,0.08461075
mmlu_moral_scenarios_row_198,moral_scenarios,Non-STEM,,0.18752836,-0.5075264,1.5714464,0.76134557,0.5579555
mmlu_moral_scenarios_row_199,moral_scenarios,Non-STEM,,1.5568893,2.059502,1.8649807,1.3169451,1.5189489
mmlu_moral_scenarios_row_200,moral_scenarios,Non-STEM,,0.25777182,0.058070716,0.07825987,1.1889957,0.29358116
mmlu_moral_scenarios_row_201,moral_scenarios,Non-STEM,,5.0338182,2.787614,3.7519836,3.4232886,2.7251227
